Price,Close,High,Low,Open,Volume
Ticker,AIG,AIG,AIG,AIG,AIG
Date,,,,,
2000-01-03,820.7816162109375,848.4206595549076,813.3782945743327,845.9529097753937,166575
2000-01-04,778.8292846679688,806.4683226354165,776.3615353684971,801.5328240364732,364095
2000-01-05,780.6804809570312,789.1943031770462,763.0359169772305,778.8296500396366,266580
2000-01-06,804.4942626953125,818.3137474295435,777.8423063246488,781.790720206135,279150
2000-01-07,864.7080688476562,868.1629767837334,815.3525613665835,818.3138903694864,328733
2000-01-10,849.4076538085938,866.1885384825358,845.4592401256889,864.7078743141897,163020
2000-01-11,835.5880126953125,860.2657200961415,821.274880226516,850.8881580267274,194288
2000-01-12,860.7591552734375,873.5915494140751,837.0685369842422,837.0685369842422,244485
2000-01-13,884.4502563476562,892.8406641390484,860.7596251267197,860.7596251267197,233453
2000-01-14,900.7374267578125,904.1922617473863,881.4887918516864,886.9178699053438,283380
2000-01-18,855.82373046875,886.9176722331855,851.875317518645,886.4240935026568,249075
2000-01-19,839.043212890625,868.1629969613456,835.5883771723228,857.7983452102928,237038
2000-01-20,831.8863525390625,846.4461659179248,813.3780539235245,844.9655020286817,219450
2000-01-21,820.7816162109375,831.1462665021842,805.9749729377279,831.1462665021842,224115
2000-01-24,802.026611328125,827.1979088092338,792.6491173279967,820.78174392453,168660
2000-01-25,812.8841552734375,818.8068084994735,798.5711007431883,801.0388488213655,170250
2000-01-26,833.1201171875,834.6007809457112,811.4037394997472,814.858645701585,213413
2000-01-27,831.14599609375,836.5750727615879,815.3522002087026,834.1073237849414,203183
2000-01-28,805.481201171875,826.2104967902688,797.5843025512336,826.2104967902688,228300
2000-01-31,824.2363891601562,824.2363891601562,790.6746910429539,809.4297470057938,208890
2000-02-01,808.4422607421875,820.781147184968,797.5840377806197,818.3133265175989,210345
2000-02-02,807.9486694335938,816.8326501810543,799.5582672714435,812.390659807324,152100
2000-02-03,800.0521240234375,807.4554438870163,774.8808364872693,801.5327879961532,377618
2000-02-04,795.6103515625,808.4427520996471,788.2070296568255,804.9878444443106,139298
2000-02-07,770.9323120117188,789.193857517026,768.4645629480985,788.7002787850853,253178
2000-02-08,757.6065063476562,772.4131486365229,734.9030363700996,761.0614136477445,564218
2000-02-09,768.4645385742188,770.9322875595678,754.1514787823306,764.0225470217666,357413
2000-02-10,744.7739868164062,778.8292585793831,736.3835816408188,777.8421733522688,325793
2000-02-11,748.7222290039062,756.1255472613543,740.8254043946482,752.6707136065652,233963
2000-02-14,739.83837890625,759.5805885427716,737.3706298134508,753.1643541438425,179010
2000-02-15,761.5549926757812,767.9711561371495,734.4094577068864,742.3063576955605,307455
2000-02-16,742.3062744140625,754.1515869190845,734.4093753113644,750.2031012187105,248730
2000-02-17,731.4478149414062,753.6577688363882,725.525160569411,753.1641902060462,225473
2000-02-18,706.2766723632812,728.4866306136988,698.8733529464753,724.5382176907494,416970
2000-02-22,685.05419921875,704.7964199555207,675.1831249994065,701.3415114446129,446093
2000-02-23,675.1829833984375,683.5733911103192,667.7796612120511,677.1572267474966,474248
2000-02-24,656.427734375,674.1957024726868,653.4664063587188,673.2085449352282,394463
2000-02-25,660.3761596679688,672.7150507267348,656.427746340305,658.4019168551126,285975
2000-02-28,688.5087890625,701.834765625,671.23439909935,671.23439909935,367500
