Price,Close,High,Low,Open,Volume
Ticker,WFC,WFC,WFC,WFC,WFC
Date,,,,,
2000-01-03,9.648860931396484,9.957131248693496,9.371417645829172,9.941717732828646,9037000
2000-01-04,9.171035766601562,9.294343810522255,8.878179162289916,9.186449272091648,15237200
2000-01-05,9.078557014465332,9.309759654901631,8.893594902116293,9.124797542552592,8228200
2000-01-06,9.479310035705566,9.618031645984185,9.109385741629252,9.140212766135612,8326800
2000-01-07,9.648860931396484,9.78758257418014,9.510139288612828,9.679687963126186,7711200
2000-01-10,9.34058666229248,9.525548774417084,9.309759643605046,9.463894737042217,8953200
2000-01-11,9.186450958251953,9.37141305808253,9.140210433294309,9.325172533124885,6170800
2000-01-12,9.448478698730469,9.525546224821255,9.201862615239952,9.201862615239952,7030000
2000-01-13,9.972537994384766,9.98795149978567,9.78757592957392,9.833816445776632,11077000
2000-01-14,10.28081226348877,10.789458147589412,10.142090658734048,10.789458147589412,11497400
2000-01-18,9.587203979492188,9.926301226355255,9.494722912165896,9.802993136586867,12744000
2000-01-19,9.063139915466309,9.60261252948216,9.001485902435926,9.463891000163798,17140600
2000-01-20,8.970664024353027,9.201866705393055,8.831942415729012,9.078558608838373,14965200
2000-01-21,9.032318115234375,9.278934309506985,8.893596505956031,9.001491090950298,14016600
2000-01-24,8.847355842590332,9.232693640612558,8.739461259144107,9.124799057166335,9540000
2000-01-25,9.278935432434082,9.371416516478275,8.83194352622048,8.83194352622048,10701000
2000-01-26,9.371417999267578,9.494726130836888,9.124801736128958,9.232696351252104,14587200
2000-01-27,9.618030548095703,9.80299267402062,9.417654911677042,9.525549485133245,10255000
2000-01-28,9.556374549865723,9.648855593896682,9.417652983819284,9.58720156454271,8089000
2000-01-31,9.864646911621094,9.864646911621094,9.44848212003708,9.44848212003708,9267400
2000-02-01,9.972537994384766,10.034192015988381,9.818402940375728,9.864643456578438,9528800
2000-02-02,9.670644760131836,10.042592635521522,9.670644760131836,10.027094807380285,6637600
2000-02-03,9.63964557647705,9.825619446119696,9.438173884364186,9.748130333768593,10805600
2000-02-04,9.56215763092041,9.701638050172086,9.531161982197816,9.701638050172086,7146800
2000-02-07,9.469171524047852,9.577656304192427,9.422678046843034,9.484669349782791,8873200
2000-02-08,9.6551513671875,9.810129719790831,9.500173014584169,9.500173014584169,8445000
2000-02-09,9.391683578491211,9.577657510738561,9.360687923116652,9.531164027676724,9003600
2000-02-10,9.112716674804688,9.438170841761998,9.09721885733053,9.391677389339526,14250800
2000-02-11,9.391683578491211,9.577657510738561,9.205709646243859,9.345190095429373,11174800
2000-02-14,9.376184463500977,9.577656195774551,9.32969098682246,9.51566489353653,8303800
2000-02-15,9.345187187194824,9.40717847865217,9.11271984422978,9.267698072873143,7574600
2000-02-16,8.926745414733887,9.360684427950117,8.926745414733887,9.360684427950117,7861000
2000-02-17,8.663286209106445,9.205710211465526,8.523805751356969,9.190212382826696,9629000
2000-02-18,8.306832313537598,8.61678874314721,8.120858455771831,8.61678874314721,20619200
2000-02-22,8.678780555725098,8.678780555725098,8.120858948571342,8.368824107306345,10546000
2000-02-23,8.430818557739258,8.60129466828178,8.12086199311649,8.49280987066381,8786200
2000-02-24,8.15185546875,8.322331533685837,7.934885931558935,8.213846765090304,9797200
2000-02-25,8.105359077453613,8.399817629024586,7.9968743479274655,8.229341625483498,8026800
2000-02-28,8.461812019348145,8.570296788826967,8.18285118354546,8.275838128813021,8663600
2000-02-29,8.198346138000488,8.477306876155515,8.089861406495755,8.461809057369123,11133400
2000-03-01,8.601293563842773,8.663284868807406,8.198350081572661,8.198350081572661,11305800
2000-03-02,8.41531753540039,8.849256561166893,8.291334956609962,8.818260916469287,10556200
2000-03-03,8.601293563842773,8.678782695048564,8.446315301431191,8.585795737601615,8831400
2000-03-06,8.539302825927734,8.8027658895226,8.539302825927734,8.60129413500888,7545400
2000-03-07,8.198346138000488,8.601289426446638,8.089861406495755,8.601289426446638,8782600
2000-03-08,7.686918258666992,8.415315754951969,7.686918258666992,8.136355011693892,9310400
2000-03-09,8.136354446411133,8.50830207824707,7.996874084472656,8.50830207824707,9146600
2000-03-10,7.981379508972168,8.244842521889696,7.934886036104369,8.18285122473263,8554000
2000-03-13,8.089863777160645,8.167352893800114,7.779907310602766,7.87289425057013,8542400
2000-03-14,7.903886795043945,8.074362784740972,7.888388977798761,8.043367150250603,7903800
2000-03-15,8.926745414733887,8.926745414733887,7.934884813096788,7.934884813096788,15288600
2000-03-16,9.546659469604492,9.608650764861665,8.802763926518429,8.895750869404186,19621600
2000-03-17,9.546659469604492,9.810122474447473,9.43817470290444,9.453672526718734,14195400
2000-03-20,9.407180786132812,9.562159052790685,9.267700346140728,9.546661226124897,10822200
2000-03-21,9.810127258300781,9.90311424653112,9.345192317149085,9.345192317149085,12409200
2000-03-22,9.91860580444336,9.98059709072113,9.717134124040603,9.779125410318374,10333800
2000-03-23,10.27506160736084,10.399044251190233,9.856620184436643,9.887615845393992,12593200
2000-03-24,10.166571617126465,10.569515004390624,10.104580326778134,10.259558552648963,12729000
2000-03-27,10.14332389831543,10.368042304007673,9.980596776952082,10.135574987774318,14213400
2000-03-28,10.089080810546875,10.228561190416187,9.980596070648522,10.042587350590438,11255800
2000-03-29,9.779129981994629,10.08908655828606,9.624151693848914,9.98060175658406,10821000
2000-03-30,9.71713638305664,10.120079837537459,9.71713638305664,9.980599410986406,9668200
2000-03-31,10.104578971862793,10.24405935644372,9.608648715575049,9.77912474117396,10090800
2000-04-03,10.832982063293457,11.003458175877475,10.073588470873744,10.151077612957389,15408800
2000-04-04,10.724496841430664,11.282418642429947,10.414540285319951,10.832981636069414,16863600
2000-04-05,10.523022651672363,10.770987839340638,10.32155093669189,10.770987839340638,8731200
2000-04-06,10.04259204864502,10.41453990229854,9.825622467347133,10.290557284414033,13575200
2000-04-07,9.856616973876953,10.027093053613818,9.825621323015705,9.91860827559945,9817800
2000-04-10,9.794626235961914,9.94960449918916,9.391682751571077,9.422678404216525,15029600
2000-04-11,10.01159954071045,10.259564854412256,9.74813639490228,9.74813639490228,11059400
2000-04-12,10.41454029083252,10.600514224597386,10.151077217998958,10.213068529253915,13893800
2000-04-13,10.352544784545898,10.49202517834966,10.213064390742137,10.49202517834966,9115200
2000-04-14,9.91860580444336,10.368042629957198,9.484666800498962,10.352544808387757,13311200
2000-04-17,9.763633728027344,9.934109872484964,9.577659752255395,9.577659752255395,9401200
2000-04-18,10.120077133178711,10.275055343487727,9.624146860189862,9.639644681220764,8063600
2000-04-19,10.104578971862793,10.182068074407754,9.965098587281865,10.120076792371785,6159400
2000-04-20,10.368042945861816,10.476527700153344,10.15107343727876,10.259558191570287,7525800
2000-04-24,10.600518226623535,10.69350522861146,10.337055054324411,10.36805072165372,7880200
2000-04-25,10.67800235748291,11.049950189964173,10.662504531129525,10.662504531129525,8943000
2000-04-26,10.67800235748291,10.9104697527837,10.67800235748291,10.67800235748291,7376000
2000-04-27,10.43004035949707,10.523027346357372,10.321555541493387,10.43004035949707,9294800
2000-04-28,10.182062149047852,10.585005247792516,10.182062149047852,10.492018378851439,9847000
2000-05-01,10.197562217712402,10.399033811679365,10.089077513268654,10.197562217712402,9475400
2000-05-02,10.259561538696289,10.399041982575847,10.104583267719004,10.182072403207647,7786800
