Price,Close,High,Low,Open,Volume
Ticker,PM,PM,PM,PM,PM
Date,,,,,
2008-03-17,21.7089786529541,23.14188648163581,21.64304836037919,21.977099535563113,1988000
2008-03-18,21.801288604736328,22.85619036939653,20.988136348820852,21.91117413535843,8067600
2008-03-19,22.021053314208984,22.416641781032716,20.61452026932383,21.801282316355724,3007700
2008-03-20,21.603498458862305,22.065017404852583,21.48042551033666,22.065017404852583,3007700
2008-03-24,22.416648864746094,22.416648864746094,21.893594328187948,21.893594328187948,1437000
2008-03-25,22.746307373046875,22.746307373046875,22.24083320517993,22.592468283724056,1100800
2008-03-26,22.108970642089844,23.062778015396557,22.108970642089844,22.7243303459471,2023200
2008-03-27,22.2759952545166,22.869376458582124,21.97710647235496,22.39467183067374,8653300
2008-03-28,22.44301986694336,23.075959877095926,22.223248820494828,22.394669968449477,9961200
2008-03-31,22.232044219970703,24.04295752807693,21.97710895130974,23.03201085166075,19408900
2008-04-01,22.232044219970703,22.939705719757786,21.541961456316855,22.460604677550418,23322500
2008-04-02,22.508955001831055,22.886961551060224,22.043041356547043,22.486978227817342,12944700
2008-04-03,22.43862533569336,22.636419628960347,22.152923958058963,22.41664856460151,12439100
2008-04-04,22.579275131225586,22.627625026054744,22.32873629140166,22.627625026054744,6651000
2008-04-07,22.2716007232666,22.680375071359737,22.19687935994994,22.680375071359737,7099300
2008-04-08,22.240827560424805,22.42103973791641,22.069406425337657,22.15731517266232,8283300
2008-04-09,21.704586029052734,22.236431485835634,21.603491562808696,22.196872635851463,8916200
2008-04-10,21.388113021850586,21.937540505639102,21.31778637099444,21.752933675911578,14321900
2008-04-11,21.243066787719727,21.48920924763007,21.133181281911252,21.313393444368362,11400700
2008-04-14,21.098020553588867,21.25185961610411,20.847481693652604,21.229882846704793,11532500
2008-04-15,21.18592643737793,21.251856736642836,21.001317910652634,21.001317910652634,9603400
2008-04-16,21.73974609375,21.805678061939346,21.251854223963733,21.27822734658339,14837600
2008-04-17,21.911176681518555,21.97710867824141,21.722173412748052,21.854037406193765,6660700
2008-04-18,21.959516525268555,22.390267456750912,21.704583053326555,22.19247491066746,9630700
2008-04-21,22.254013061523438,22.368293249580116,21.594700027984768,22.06500985777144,6528300
2008-04-22,22.007877349853516,22.372698172888065,21.941945350573413,22.240834174327862,5504900
2008-04-23,22.856191635131836,23.00563603212266,22.37269594430752,22.416649488302376,13532300
2008-04-24,22.856191635131836,23.04519489240612,22.636420561717106,22.856191635131836,5847500
2008-04-25,22.548503875732422,22.935301298542324,22.306756115246095,22.917719216432868,11399700
2008-04-28,22.44741439819336,22.548508877669086,22.306761063555832,22.390273457021863,8382500
2008-04-29,22.86058235168457,22.944096418190327,22.0913837282175,22.610043505607177,12325300
2008-04-30,22.429832458496094,22.86058350822337,22.377087876842964,22.72432653255945,8733100
2008-05-01,22.306772232055664,22.491379197425978,22.249631262274963,22.34193642168097,7120800
2008-05-02,22.425437927246094,22.460600423013048,22.15292229735207,22.372693345235643,9291100
2008-05-05,22.333133697509766,22.693558069118875,22.254015988939962,22.359505149219718,8398500
2008-05-06,22.80344581604004,22.834213630519603,22.350716289074757,22.372694736605993,7588300
2008-05-07,22.719928741455078,22.944096133619773,22.55290396395501,22.843001659852916,6391400
2008-05-08,22.944101333618164,22.948496017508415,22.63642148297158,22.70235347836738,6669700
2008-05-09,22.781471252441406,23.058381609586313,22.64960726135873,22.812239069901953,5491700
2008-05-12,23.062774658203125,23.09354247124516,22.548509526306148,22.847398290188824,5851300
2008-05-13,23.05837631225586,23.225402766327104,22.87376944990336,23.040794227254693,5986600
2008-05-14,23.150680541992188,23.229798250506605,23.032005655940527,23.08035387628159,5381500
2008-05-15,23.405624389648438,23.431997527791395,22.900150140592206,23.080362392767626,8376500
2008-05-16,23.46276092529297,23.515505514910156,23.010031361191267,23.39682893073128,7172600
2008-05-19,23.572633743286133,23.713287024170352,23.264954062582138,23.511098142489207,6580200
2008-05-20,23.25615692138672,23.70888444565899,23.21659809172184,23.4275779576949,6887400
2008-05-21,22.847393035888672,23.374843773012408,22.781462741698,23.313308161079913,6784200
2008-05-22,22.979257583618164,23.19463392349583,22.75948656104578,22.777068645264333,5135200
2008-05-23,22.76828384399414,23.286943733568428,22.746307071056986,22.90014615833737,5197400
2008-05-27,22.69356346130371,22.829820465434224,22.46939600818518,22.82102942053542,6505400
2008-05-28,22.486976623535156,22.81223855658228,22.341928584016493,22.72432979007871,13524100
2008-05-29,22.864978790283203,22.9265144120978,22.3858778646582,22.399063590269918,7386900
2008-05-30,23.146282196044922,23.291331864273864,22.77267215796625,22.886952342891114,7047800
2008-06-02,22.9045352935791,23.163865156559027,22.82102123535452,22.922117377070567,8668100
2008-06-03,22.711137771606445,23.12870307013236,22.711137771606445,22.900140994342177,6552400
2008-06-04,22.83420181274414,22.974855085204638,22.636407624371795,22.719919980920444,6407400
2008-06-05,22.77267837524414,22.961681625417242,22.654001798852647,22.869376503743748,6407400
2008-06-06,22.196874618530273,22.640811373144107,22.152921082052842,22.63641669018434,10198500
2008-06-09,21.752944946289062,22.394676177427506,21.616686256093715,22.32874417452513,9937000
2008-06-10,21.752944946289062,21.823271633582035,21.330983145810738,21.541963207689655,8847000
2008-06-11,21.915578842163086,22.240839197717644,21.590316809887756,21.75294866438581,12367200
2008-06-12,22.54411506652832,22.583673923220253,21.919964402802258,21.919964402802258,11782900
2008-06-13,22.684764862060547,22.80344141359287,22.28478167432708,22.539715184614437,7365600
2008-06-16,22.29796600341797,22.491363884522602,22.08259135712049,22.491363884522602,8251100
2008-06-17,22.254013061523438,22.40345741619433,22.02984569115723,22.21884889490923,5633800
2008-06-18,21.93315315246582,22.223250893773233,21.897988976927866,22.07380650117728,9967500
2008-06-19,22.152917861938477,22.232035557473374,21.845238121160502,21.889191651248915,9591400
2008-06-20,22.073810577392578,22.236440727486936,21.87601624526674,22.007878574443804,11448200
2008-06-23,22.25841522216797,22.284788355989228,21.933154955307334,22.122158222558912,6625800
2008-06-24,22.491369247436523,22.65400103742538,21.999082547511595,22.08699130596393,8976600
2008-06-25,22.755104064941406,23.18585529866751,22.52654187785232,22.61445066930516,10334100
2008-06-26,22.240659713745117,22.85710044129986,22.240659713745117,22.661966956259313,12055000
2008-06-27,22.098743438720703,22.28500535803034,21.82821872488814,22.222918051593794,15397700
2008-06-30,21.90360450744629,22.24952038088504,21.659689425104816,22.085432298837404,9972600
2008-07-01,22.34710121154785,22.435798122560573,21.610919726122134,21.743964246764783,11092000
2008-07-02,22.440223693847656,22.648661101891328,22.11648152945673,22.38257216155014,7956400
2008-07-03,22.8260498046875,22.84378782283278,22.30274020498509,22.426914790761305,5151300
2008-07-07,22.994569778442383,23.207442893383842,22.66195786250492,22.82604762576195,8395000
2008-07-08,23.846065521240234,23.948066341536506,22.8659691380979,22.94136038676164,13977700
2008-07-09,23.948068618774414,24.13876633756041,23.61545655462477,23.82389398951933,10411300
2008-07-10,23.699708938598633,23.94362571586229,23.375966851755383,23.89927644192716,11581100
2008-07-11,23.668663024902344,23.877100363046434,23.171963046683047,23.47353131353982,6588500
2008-07-14,23.7529354095459,23.89928382938976,23.393713792516227,23.61988923836668,8298900
2008-07-15,23.637622833251953,23.890407786238505,23.20301007738469,23.45579503037124,8306600
2008-07-16,23.469100952148438,23.668668482371206,22.94135720933894,23.40257956990888,6910000
2008-07-17,22.599868774414062,23.593270361880766,22.5732609059807,23.593270361880766,10317300
2008-07-18,22.493438720703125,22.826050681162645,22.22734813728436,22.661960895941238,9559600
2008-07-21,22.387004852294922,22.61318196010015,22.285004041780606,22.537789026914368,4370800
2008-07-22,23.083267211914062,23.105441001854075,22.20073785333872,22.28499893181146,8926900
2008-07-23,22.8260498046875,23.32274983954422,22.568829086434654,23.32274983954422,7943800
2008-07-24,23.26509666442871,23.544491174611473,22.795006193686763,22.795006193686763,8717600
2008-07-25,23.526752471923828,23.748493780220475,23.180836572341676,23.180836572341676,8066100
2008-07-28,23.3360538482666,23.61544835887907,23.21187926210633,23.407010996322736,5131000
2008-07-29,23.655359268188477,23.686402911326713,23.34048706392826,23.389270415074538,7257600
2008-07-30,23.668663024902344,23.956927356729206,23.35822490410841,23.752925791429522,7355800
2008-07-31,22.905872344970703,23.854924646799617,22.768392157679482,23.668661112671142,10498800
2008-08-01,23.096580505371094,23.32719002739197,22.950230398038155,22.950230398038155,6718500
2008-08-04,23.82389259338379,23.98354664549991,22.741793658708897,23.105449358861243,8962600
2008-08-05,24.480236053466797,24.631020181700983,23.770662988702316,23.81501225686037,12884400
2008-08-06,24.626590728759766,24.901551186646092,24.2629350952993,24.329458168731936,12660800
2008-08-07,24.231891632080078,24.52902588614783,24.081107463990186,24.449198874114824,9282200
2008-08-08,24.48468017578125,24.61329056855642,24.169807855609456,24.169807855609456,9266200
2008-08-11,24.724157333374023,24.724157333374023,24.231891329239975,24.25850089683577,9724400
2008-08-12,24.812854766845703,24.950333306516402,24.62215709076822,24.662070597197275,6690400
2008-08-13,24.631023406982422,24.83059091044681,24.555630487117288,24.772937700167805,7810200
2008-08-14,24.599979400634766,24.73302383707767,24.364932481442114,24.497978609636814,5723200
2008-08-15,24.644332885742188,24.70198610898725,24.502418560640642,24.617723315378573,6561300
2008-08-18,24.39598846435547,24.701992683852687,24.351640860364423,24.684252965555206,5742800
2008-08-19,24.174240112304688,24.475808469669065,24.14763223425923,24.285110782166527,5712500
2008-08-20,24.218585968017578,24.258499471189584,23.97910494898554,24.1919764019856,4411500
2008-08-21,24.31171417236328,24.413714959699146,23.748491109616054,24.036755454686087,4693100
2008-08-22,24.626590728759766,24.626590728759766,24.129890640186066,24.391545468334645,4342600
2008-08-25,24.33388900756836,24.684240656347942,24.196410488700483,24.524586654790067,4400200
2008-08-26,24.231891632080078,24.435893244274627,24.041193957973682,24.298414706024932,6995000
2008-08-27,23.992412567138672,24.342764294095115,23.819454590774708,24.280676988913402,5459100
2008-08-28,23.912593841552734,24.063378074323403,23.74850566498702,23.95250736469064,5426100
2008-08-29,23.81501007080078,24.152056019105423,23.797270365165947,23.84161793750159,6060100
2008-09-02,24.307281494140625,24.53345687185349,23.815015545984103,23.837189337249782,8835700
2008-09-03,23.979108810424805,24.60441933298088,23.948065157597725,24.280677173675468,8236900
2008-09-04,23.668663024902344,24.03675435041198,23.597705885156728,23.948057502792047,7565900
2008-09-05,23.948068618774414,24.04119959071573,23.61102247147385,23.659804153143746,7810500
2008-09-08,24.38268280029297,24.568946445762514,23.81058961372923,23.94806988320074,16614500
2008-09-09,24.29397964477539,24.715288511362925,24.29397964477539,24.404850310100947,11236800
2008-09-10,24.2230224609375,24.47137336003401,24.089978001038403,24.347198756361802,9203000
2008-09-11,24.549999237060547,24.549999237060547,24.07521302553787,24.31260527697689,8566700
2008-09-12,24.04384994506836,24.478323932857634,23.85124817988202,24.361866177392237,8564300
2008-09-15,23.65866470336914,24.240948804882773,23.65866470336914,23.801996121937258,10481900
2008-09-16,24.08418083190918,24.29917796183359,22.1536833132853,23.27794116753132,15648800
2008-09-17,21.938671112060547,23.958749807572378,21.526593989953096,23.958749807572378,22145900
2008-09-18,22.39554786682129,23.62730299949646,22.270133345533395,22.270133345533395,22618300
2008-09-19,23.031578063964844,23.488447395058127,22.395545394899077,23.36751124488833,16822000
2008-09-22,22.408967971801758,23.282394030324507,22.211887912354733,22.75833942039692,10379600
2008-09-23,22.059608459472656,22.753869906823663,22.059608459472656,22.34627111835481,8218900
2008-09-24,22.301488876342773,22.48065224935846,21.92524357177153,22.18951112746615,9164800
2008-09-25,23.116676330566406,23.29136126668348,22.24324994133696,22.39106132337084,12454800
